,lgbm_net,rf_net,lr_net,buy_and_hold
2023-01-03 00:00:00+00:00,0.4166833697655518,1.2656940689772653,0.7510221199425785,0.5165223497750562
2023-01-04 00:00:00+00:00,0.4166833697655518,1.2789758375205191,0.7510221199425785,0.5219425618668085
2023-01-05 00:00:00+00:00,0.4171361224309979,1.2789758375205191,0.7518381526697888,0.521375438474704
2023-01-06 00:00:00+00:00,0.4171361224309979,1.2880984555082784,0.7518381526697888,0.5250942803901432
2023-01-07 00:00:00+00:00,0.4173158397136467,1.2880984555082784,0.7521620716557593,0.5248680508402873
2023-01-08 00:00:00+00:00,0.4173158397136467,1.302411928145875,0.7438039751254483,0.5307004345776676
2023-01-09 00:00:00+00:00,0.4184124552915613,1.3058343844088498,0.7418494194905674,0.5320950002959572
2023-01-10 00:00:00+00:00,0.4184124552915613,1.3255401270252223,0.7306545130804376,0.5401245997983761
2023-01-11 00:00:00+00:00,0.4184124552915613,1.3640921954630427,0.7094041244891133,0.5558336078561769
2023-01-12 00:00:00+00:00,0.4184124552915613,1.4327162462648684,0.7094041244891133,0.5837962000253494
2023-01-13 00:00:00+00:00,0.4425381378978727,1.515326734994718,0.7094041244891133,0.6174579174299325
2023-01-15 00:00:00+00:00,0.4212488110905173,1.515326734994718,0.7094041244891133,0.6471621672295024
2023-01-16 00:00:00+00:00,0.4212488110905173,1.515326734994718,0.7197856316909537,0.656632817974154
2023-01-17 00:00:00+00:00,0.42010763026163556,1.5194318191491192,0.7178357020005557,0.6548539719246023
2023-01-18 00:00:00+00:00,0.42010763026163556,1.5194318191491192,0.7025182229517669,0.6408804234273398
2023-01-19 00:00:00+00:00,0.42799582140431414,1.5194318191491192,0.7157091236274038,0.6529139760587148
2023-01-20 00:00:00+00:00,0.42799582140431414,1.5194318191491192,0.7698179739909229,0.70227540441631
2023-01-21 00:00:00+00:00,0.42571429512246367,1.527531486144685,0.7739216587748965,0.7060190386111853
2023-01-22 00:00:00+00:00,0.42571429512246367,1.5223485038702043,0.7712957081639596,0.7036234846106565
